LotArea,GrLivArea,CentralAir,Cond,Qual,SalePrice
10650,789,Y,5B,7B,153121.07982955
10010,2134,Y,5B,7B,187171.680171907
8800,2640,N,5B,7B,261223.199044
16647,1362,Y,5B,7B,168422.573613995
12160,2046,Y,5B,7B,226687.8790588
13682,1554,N,5B,7B,195996.286040919
6371,1296,Y,5B,7B,134327.343825473
8846,1117,Y,5B,7B,159324.696043003
8925,1728,Y,5B,7B,145695.865822506
9360,1456,Y,5B,7B,118109.572473232
17423,1146,Y,5B,7B,133159.707318772
8430,1714,Y,5B,7B,178488.932386523
9375,894,Y,5B,7B,159143.905093425
11700,1053,Y,5B,7B,138123.224379024
7800,1728,Y,5B,7B,173040.954669577
5784,1779,Y,5B,7B,153888.010054313
11194,2113,Y,5B,7B,203948.583704643
1680,1118,Y,5B,7B,142413.407171201
13006,1040,Y,5B,7B,121495.894760232
21000,1638,Y,5B,7B,192133.110549189
10000,2084,Y,5B,7B,185509.62929007
8777,2046,Y,5B,7B,199187.736206932
9000,1097,Y,5B,7B,117088.925844264
9906,1872,Y,5B,7B,192744.702481826
8012,816,Y,5B,7B,129929.050167448
10570,2730,N,5B,7B,240204.083258165
1680,980,Y,5B,7B,146726.558812053
11096,1684,Y,5B,7B,164806.635677565
12354,1694,Y,5B,7B,216668.352108925
8712,1656,Y,5B,7B,184652.565106921
9320,902,Y,5B,7B,132264.683538277
3675,1489,Y,5B,7B,176543.009375238
10420,1935,Y,5B,7B,203961.093107812
8160,2224,Y,5B,7B,232234.509026994
21000,1048,Y,5B,7B,189575.086424394
11143,1710,Y,5B,7B,211638.043804015
12168,965,Y,5B,7B,170114.253179321
32668,1616,Y,5B,7B,186533.795726037
8400,1686,Y,5B,7B,170524.231692559
9591,2576,Y,5B,7B,202455.158814872
10800,2046,Y,5B,7B,214471.107884549
10625,1208,Y,5B,7B,139425.797793251
8248,1908,Y,5B,7B,146381.513750645
11670,1446,Y,5B,7B,129818.058549244
10896,1389,Y,5B,7B,141079.173065807
12378,1131,Y,5B,7B,153067.524197778
10655,803,Y,5B,7B,138771.279859667
15426,860,Y,5B,7B,135446.907474843
9742,1473,Y,5B,7B,171449.185919625
13650,2224,Y,5B,7B,186111.623661068
10463,948,Y,5B,7B,173451.759226759
25286,1498,Y,5B,7B,145995.408806111
5000,1479,Y,5B,7B,190321.798010329
18386,1689,Y,5B,7B,168238.775089072
13350,1728,Y,5B,7B,173455.302892083
9170,904,Y,5B,7B,151804.323224796
8925,1178,Y,5B,7B,160269.630087027
8198,1638,N,5B,7B,168917.316760089
6629,1416,Y,5B,7B,128111.872086462
7535,694,Y,5B,7B,101379.815138973
6120,1493,Y,5B,7B,142333.780513502
11645,1764,Y,5B,7B,179073.473170433
7500,952,Y,5B,7B,151338.247073365
7758,1614,N,5B,7B,111288.366918745
14442,1131,Y,5B,7B,143903.490532942
53504,1716,Y,5B,7B,174581.230147314
5000,1852,Y,5B,7B,230699.855673045
11250,952,Y,5B,7B,192939.978499715
21750,1694,N,5B,7B,175823.639156384
39104,1547,Y,5B,7B,246281.012614839
12099,1440,Y,5B,7B,151794.044361201
9830,1109,Y,5B,7B,164159.431674826
9554,2274,Y,5B,7B,206647.69059016
21695,1629,Y,5B,7B,243228.735775615
9819,1839,Y,5B,7B,210380.614748141
8470,923,Y,5B,7B,147950.632096649
9020,1554,Y,5B,7B,154336.0490433
12144,1040,Y,5B,7B,169014.927903578
7388,2287,Y,5B,7B,207116.046033393
6000,1223,Y,5B,7B,168332.692270832
7056,1092,Y,5B,7B,165847.209768199
7677,1269,Y,5B,7B,176598.614313467
2001,1212,Y,5B,7B,118910.623207117
10665,1836,N,5B,7B,169625.199933033
7227,3112,Y,5B,7B,189115.172556938
8125,1269,Y,5B,7B,116567.65848706
11988,1908,Y,5B,7B,162517.651917143
5350,1680,Y,5B,7B,162197.970106665
7844,864,N,5B,7B,108562.799470945
8750,1468,Y,5B,7B,151548.643860333
9375,1496,Y,5B,7B,126116.203680831
12090,1436,Y,5B,7B,125575.840062435
1680,1688,Y,5B,7B,123579.462783979
13478,1971,Y,5B,7B,230787.053250235
21780,1471,Y,5B,7B,155626.139773003
5687,1344,Y,5B,7B,123779.991086612
10420,1358,Y,5B,7B,205882.733960726
10029,864,Y,5B,7B,128235.964666934
6930,2520,Y,5B,7B,176865.809615551
6240,1108,Y,5B,7B,176723.915882849
12692,1224,Y,5B,7B,142587.856591992
9920,1636,Y,5B,7B,166984.879942417
12168,1744,Y,5B,7B,189310.285255455
4800,1928,N,5B,7B,191943.320159926
8777,1200,Y,5B,7B,125181.471762624
4043,1080,Y,5B,7B,108422.973054467
10206,2020,Y,5B,7B,182800.728140147
7200,1340,Y,5B,7B,154243.997807808
9000,1110,Y,5B,7B,145298.036526259
4426,1269,Y,5B,7B,164287.906802229
11029,2452,Y,5B,7B,194622.086163987
9000,1812,Y,5B,7B,211527.935629031
11787,864,Y,5B,7B,113458.92931541
6371,1056,Y,5B,7B,120510.652817588
8475,1660,Y,5B,7B,178843.758395073
5232,792,N,5B,7B,104743.566962362
12327,1928,Y,5B,7B,234708.830624178
10300,1494,Y,5B,7B,151230.096936758
7000,1560,Y,5B,7B,173935.703259642
9187,1108,Y,5B,7B,150938.480603551
14145,2596,Y,5B,7B,149121.847231317
5925,1232,Y,5B,7B,128821.762289449
12640,2291,Y,5B,7B,221516.937541652
24090,1253,Y,5B,7B,182114.965164021
14260,1894,N,5B,7B,206487.042665141
8197,987,Y,5B,7B,149646.322035029
13650,1400,Y,5B,7B,135896.174072791
12011,864,Y,5B,7B,111275.944398018
10656,1244,Y,5B,7B,141971.434442866
14115,1306,Y,5B,7B,136457.241999343
7560,2236,Y,5B,7B,220152.893363435
16669,630,Y,5B,7B,168213.328196922
11885,1358,Y,5B,7B,172152.359519433
9375,1102,Y,5B,7B,126542.049278317
17120,789,Y,5B,7B,139625.646813693
13472,2240,Y,5B,7B,224195.130997388
11029,1600,Y,5B,7B,187361.687818085
12220,861,Y,5B,7B,155143.504772472
12137,1192,N,5B,7B,136847.855826443
12205,2730,Y,5B,7B,214057.804823465
13688,2224,Y,5B,7B,186790.733846804
15602,2119,Y,5B,7B,213101.530347889
9600,1370,Y,5B,7B,146911.794754057
10800,1844,Y,5B,7B,153295.080169304
40094,1355,Y,5B,7B,155193.356187286
8737,1786,Y,5B,7B,205119.693604733
3072,1844,Y,5B,7B,208660.380745951
11210,936,Y,5B,7B,158418.718344293
8925,924,Y,5B,7B,98715.1025741877
9900,864,Y,5B,7B,116763.441803825
11250,520,Y,5B,7B,130092.434151527
7252,1786,N,5B,7B,189871.376785171
14587,1428,Y,5B,7B,168953.521550887
5119,1501,Y,5B,7B,189453.743895209
6402,1484,Y,5B,7B,164684.73799582
7200,1563,Y,5B,7B,178554.15684376
6435,2161,Y,5B,7B,140894.617286591
12090,767,Y,5B,7B,143069.446856799
10125,816,Y,5B,7B,113435.237416802
10004,1961,Y,5B,7B,168541.870987997
10628,2192,Y,5B,7B,200345.845687405
12919,2418,Y,5B,7B,252477.212664228
6300,1493,N,5B,7B,179331.641420878
40094,1567,Y,5B,7B,215481.316008637
8880,816,Y,5B,7B,134898.147542373
14115,1225,Y,5B,7B,156906.39843646
7332,784,Y,5B,7B,176162.480135788
14859,1198,Y,5B,7B,159672.13008069
7000,958,Y,5B,7B,107098.007777943
2001,754,Y,5B,7B,103116.377844852
12493,1216,Y,5B,7B,158448.879322991
7875,1573,Y,5B,7B,146850.402427476
11275,2069,Y,5B,7B,182422.011807346
24090,1136,Y,5B,7B,186142.502066506
12376,2042,Y,5B,7B,227673.687902961
10142,1944,Y,5B,7B,244363.741331116
45600,1554,Y,5B,7B,264091.709330686
9612,754,Y,5B,7B,146512.000517475
11333,1733,Y,5B,7B,180016.226906287
7420,1396,Y,5B,7B,170382.370965348
7861,1796,Y,5B,7B,177130.511338253
4456,1479,Y,5B,7B,168768.204967574
7892,1003,Y,5B,7B,147189.556685992
8750,864,Y,5B,7B,101310.773001142
4224,1146,Y,5B,7B,146567.452287943
8750,1428,Y,5B,7B,134915.722059772
13811,816,Y,5B,7B,125031.822558815
12090,1302,Y,5B,7B,157474.593804066
10778,1924,Y,5B,7B,153391.519774724
4800,1812,Y,5B,7B,165533.432247291
3982,1228,Y,5B,7B,78512.4418718678
6240,1872,Y,5B,7B,165534.470280832
5500,1301,Y,5B,7B,122457.414100644
8405,1040,Y,5B,7B,164867.338745436
8248,672,Y,5B,7B,152155.80922903
13907,1456,Y,5B,7B,137169.742228196
10300,1944,Y,5B,7B,177164.222885772
7560,1176,Y,5B,7B,115899.068459624
7438,1097,Y,5B,7B,157377.151555559
2001,2452,Y,5B,7B,208213.212459181
9600,789,Y,5B,7B,136294.338026857
9375,1768,Y,5B,7B,151546.878142682
8814,1123,Y,5B,7B,198912.884633277
9100,1839,Y,5B,7B,196795.604363114
10197,1456,Y,5B,7B,174802.926002335
12919,1509,Y,5B,7B,161063.451897114
13350,2398,Y,5B,7B,209063.294372638
7851,1593,Y,5B,7B,183234.942608548
5062,1792,Y,5B,7B,181395.962114823
8248,1392,Y,5B,7B,162377.453689931
10927,1638,Y,5B,7B,157021.937179922
7800,884,Y,5B,7B,145523.984933635
9098,1734,Y,5B,7B,138426.157244983
5586,1317,Y,5B,7B,125906.172046055
3922,1477,Y,5B,7B,171662.10680365
11900,1113,Y,5B,7B,134647.538148009
7244,864,Y,5B,7B,146577.190264494
10400,2380,Y,5B,7B,176747.231006897
11198,1253,Y,5B,7B,159021.161485186
8366,1470,Y,5B,7B,146132.86321216
8089,630,Y,5B,7B,98251.4222071864
8520,923,Y,5B,7B,156188.30838898
12474,2028,Y,5B,7B,153125.348528132
4435,2200,Y,5B,7B,158247.693082818
8400,1144,Y,5B,7B,167806.586673584
9206,1688,Y,5B,7B,177985.389987655
10800,882,Y,5B,7B,180016.235497845
8012,1601,Y,5B,7B,141078.704704324
10859,1556,Y,5B,7B,210738.024957677
11782,864,Y,5B,7B,148646.780967062
4282,2090,Y,5B,7B,239567.585231975
5119,1212,Y,5B,7B,144726.530690034
6000,1869,Y,5B,7B,236083.750696703
14200,2236,Y,5B,7B,205561.204148147
14145,1092,Y,5B,7B,159050.91710659
19138,1501,Y,5B,7B,166107.132743631
13000,1224,Y,5B,7B,149501.773338534
11900,2149,Y,5B,7B,190019.881082454
16321,1135,Y,5B,7B,138914.630012338
21695,605,Y,5B,7B,167669.549322272
10041,1142,Y,5B,7B,190946.525802116
10125,960,Y,5B,7B,152553.761105112
10364,1344,Y,5B,7B,171081.394847517
9675,1855,Y,5B,7B,237361.299511359
14331,1375,Y,5B,7B,172826.54068939
11475,1077,N,5B,7B,135940.024357491
8760,1040,Y,5B,7B,109482.010218125
3180,1872,Y,5B,7B,145619.144339633
12011,1215,Y,5B,7B,98056.1412425896
12968,1117,Y,5B,7B,167173.111546566
1680,1664,Y,5B,7B,176659.200713764
8450,1712,Y,5B,7B,156283.193845293
7500,1709,Y,5B,7B,197234.66835405
8366,2022,Y,5B,7B,132206.05334461
5271,720,Y,5B,7B,137991.238528537
8199,1226,N,5B,7B,136741.274260477
4608,1400,Y,5B,7B,95027.4359574237
53227,1431,Y,5B,7B,165826.779846369
8000,1469,Y,5B,7B,171986.271788702
12155,1472,Y,5B,7B,174593.697431702
8012,1728,Y,5B,7B,172832.86025294
7931,1376,Y,5B,7B,153921.879481709
7313,2715,N,5B,7B,243715.689036497
2268,1560,Y,5B,7B,167319.583581531
9675,1385,Y,5B,7B,139046.687555209
5820,1660,Y,5B,7B,217098.754708213
3600,1764,Y,5B,7B,150679.047066838
7200,792,Y,5B,7B,133889.741559954
8430,1422,Y,5B,7B,108961.813521092
7800,1742,Y,5B,7B,143437.012568362
11250,1215,Y,5B,7B,152314.851298384
15611,1548,Y,5B,7B,206155.974262494
10207,2000,Y,5B,7B,183212.912552818
7800,1600,Y,5B,7B,162940.991249413
5400,1888,Y,5B,7B,157875.953484387
11317,1670,Y,5B,7B,177302.409743368
3182,864,Y,5B,7B,140596.748867798
14145,1576,Y,5B,7B,124507.67972005
6435,1728,Y,5B,7B,173733.759145682
7711,616,Y,5B,7B,135543.851699795
10846,1442,Y,5B,7B,177325.090929919
9452,813,Y,5B,7B,116221.818246274
11096,1442,Y,5B,7B,153993.683832692
10832,3112,Y,5B,7B,225483.949748442
7162,1494,Y,5B,7B,179754.645338667
9500,858,Y,5B,7B,99075.2586549369
4671,694,Y,5B,7B,96656.4078698871
12342,924,Y,5B,7B,147455.266846144
6402,1644,Y,5B,7B,187923.233041946
10000,1928,Y,5B,7B,216626.171217326
11287,2046,Y,5B,7B,211817.99216915
8849,1337,Y,5B,7B,171081.93515893
8765,1473,N,5B,7B,145337.909308162
10667,1982,Y,5B,7B,161208.742751343
8450,1767,Y,5B,7B,199962.450453844
6120,2794,Y,5B,7B,249573.065372997
4224,3228,Y,5B,7B,203655.791718355
4388,958,Y,5B,7B,132007.253591748
13284,1120,Y,5B,7B,132649.239988348
8470,1230,Y,5B,7B,157031.427998431
4923,1506,Y,5B,7B,174102.212061507
6380,1539,Y,5B,7B,118084.050457715
11250,2715,Y,5B,7B,285524.145696732
10197,1029,Y,5B,7B,136886.251787505
12803,1560,Y,5B,7B,201232.712085884
14859,1056,Y,5B,7B,168833.241567635
9375,1484,Y,5B,7B,156130.670711114
11310,935,Y,5B,7B,200318.211532041
11616,1573,Y,5B,7B,175609.777300021
9786,1684,Y,5B,7B,147378.528041045
8899,1698,Y,5B,7B,103649.15765154
8640,1180,Y,5B,7B,103730.764086082
15576,2320,Y,5B,7B,221498.793603435
15431,1552,Y,5B,7B,191645.905130991
10690,1710,Y,5B,7B,163341.100234109
7200,1734,Y,5B,7B,163074.124942694
9786,1616,Y,5B,7B,207798.771818386
11838,1663,Y,5B,7B,153678.5569776
21780,1949,Y,5B,7B,201575.049310437
13350,1146,Y,5B,7B,187305.762281541
10395,1200,Y,5B,7B,136915.234351184
10356,1600,Y,5B,7B,147605.546812496
12160,1040,Y,5B,7B,159382.365537316
9196,1494,Y,5B,7B,150524.999760282
6820,1852,Y,5B,7B,134589.062593846
16770,2035,Y,5B,7B,206914.800823355
7590,1852,Y,5B,7B,215563.684005603
7590,965,Y,5B,7B,128546.79888454
15611,1709,Y,5B,7B,253937.361265567
12244,1588,Y,5B,7B,186961.258058312
17140,875,Y,5B,7B,157639.953628763
5720,2084,Y,5B,7B,234675.84834809
1890,2267,Y,5B,7B,188930.317067565
10500,1268,Y,5B,7B,175230.044030945
9490,2229,Y,5B,7B,179926.654534786
11645,864,Y,5B,7B,116649.12907771
9066,864,Y,5B,7B,107452.007572444
16259,1040,Y,5B,7B,148885.460635482
10029,1978,Y,5B,7B,173235.230257324
5119,1717,Y,5B,7B,157444.348734438
8791,1200,Y,5B,7B,173455.782933378
8750,1144,Y,5B,7B,154586.591409855
7244,1077,Y,5B,7B,156053.241301965
10000,747,Y,5B,7B,138178.206212748
8450,2374,Y,5B,7B,208572.267678958
12046,789,Y,5B,7B,118208.662197559
13478,987,Y,5B,7B,160076.974671828
8125,882,Y,5B,7B,104354.091961426
6173,958,Y,5B,7B,206308.409506605
14375,1208,Y,5B,7B,156357.107277455
11198,1509,Y,5B,7B,140833.859444594
6173,1732,Y,5B,7B,153869.51886707
10400,520,Y,5B,7B,122900.57400587
11333,1054,Y,5B,7B,145290.206351985
7032,1158,Y,5B,7B,121877.755196287
7024,1605,Y,5B,7B,175325.701715701
9480,1478,N,5B,7B,134449.084162291
16059,1097,N,5B,7B,168328.714504868
13360,1802,Y,5B,7B,213112.747867301
8846,2229,Y,5B,7B,252893.142433469
8125,1121,Y,5B,7B,159888.52301361
10012,1118,Y,5B,7B,118735.282896666
10364,3222,N,5B,7B,209361.608887443
7136,2158,Y,5B,7B,166628.513327108
45600,958,Y,5B,7B,125462.230104785
5330,789,Y,5B,7B,155066.872434795
6240,1526,Y,5B,7B,172811.793149583
9297,1344,Y,5B,7B,142180.560805633
7200,858,Y,5B,7B,193902.867839668
5825,1668,Y,5B,7B,155123.165023546
7658,2090,Y,5B,7B,217747.296959788
8160,773,Y,5B,7B,132352.381616455
13072,2262,Y,5B,7B,159584.582155115
6930,1053,Y,5B,7B,159592.304992149
10400,1692,Y,5B,7B,156658.223089116
7252,1396,Y,5B,7B,182018.629727077
8400,1109,Y,5B,7B,124771.912809225
8450,900,Y,5B,7B,112786.060302592
9742,1077,Y,5B,7B,177502.995684199
11316,2945,Y,5B,7B,222714.128751419
10207,1432,Y,5B,7B,163272.361116935
215245,1652,Y,5B,7B,205065.719211009
5600,968,Y,5B,7B,133815.006133094
13758,1304,Y,5B,7B,167424.665162988
9600,1336,Y,5B,7B,175106.259966305
17120,1008,Y,5B,7B,189212.403324153
14154,1322,Y,5B,7B,173806.703545701
20431,2417,Y,5B,7B,216273.06663677
6130,1040,Y,5B,7B,127491.824719144
10452,1360,Y,5B,7B,132298.320469177
8820,792,Y,5B,7B,187436.874885033
10625,1137,N,5B,7B,159789.848455263
8973,990,Y,5B,7B,147816.649046224
4251,1200,Y,5B,7B,131337.697679182
9549,2466,Y,5B,7B,250696.914194117
11210,1689,Y,5B,7B,202427.219702853
2289,2624,Y,5B,7B,243598.730729709
13517,1535,Y,5B,7B,186591.916719418
11924,1501,Y,5B,7B,160343.885949678
15431,2654,Y,5B,7B,236205.855945008
22420,1369,Y,5B,7B,152539.711872503
11606,1954,Y,5B,7B,243715.550932963
10800,1479,Y,5B,7B,171673.319431195
9600,2256,Y,5B,7B,201572.82928134
9245,1961,Y,5B,7B,206308.491833419
10206,970,N,5B,7B,182631.809202942
10448,894,Y,5B,7B,159414.156840049
8248,1180,Y,5B,7B,171943.582963019
9950,860,Y,5B,7B,136773.017020313
11717,2192,Y,5B,7B,206216.538170684
7875,1180,Y,5B,7B,186160.083769744
8393,864,Y,5B,7B,116850.36082621
12702,1406,Y,5B,7B,179512.19524646
10355,1067,Y,5B,7B,204035.026789793
12209,1077,Y,5B,7B,147792.114186512
10386,778,Y,5B,7B,152434.618160835
7032,1269,Y,5B,7B,143937.500810829
10650,1616,Y,5B,7B,145803.855469309
10267,1479,Y,5B,7B,149625.101566791
7922,1487,Y,5B,7B,113085.49075377
17043,1372,Y,5B,7B,186956.595191868
10562,904,Y,5B,7B,118974.613967569
4274,1047,Y,5B,7B,144775.448871515
8121,2515,Y,5B,7B,185998.186678975
10896,864,Y,5B,7B,129506.330560992
11228,630,Y,5B,7B,142916.898508301
12155,907,N,5B,7B,152244.163607566
11443,1456,Y,5B,7B,186378.253500871
10237,2243,N,5B,7B,151136.408991677
8500,1535,Y,5B,7B,180893.857220302
17104,1200,Y,5B,7B,160522.566471729
10240,2126,Y,5B,7B,171684.236440322
7861,1199,Y,5B,7B,141997.145311264
9819,1296,Y,5B,7B,149365.454757529
9200,1487,Y,5B,7B,157734.801490945
1526,899,Y,5B,7B,118598.629390326
4923,1510,Y,5B,7B,170166.373797297
7024,1324,Y,5B,7B,149294.917083742
13284,1716,Y,5B,7B,200453.046518054
11900,1414,N,5B,7B,138378.352597318
7018,1732,Y,5B,7B,164257.611471148
7200,1194,Y,5B,7B,124495.482880994
7892,988,Y,5B,7B,153102.233424993
10380,912,N,5B,7B,168675.274271033
12160,1258,Y,5B,7B,180409.425543312
11838,858,Y,5B,7B,126754.903168195
4923,2520,Y,5B,7B,187595.661452343
13518,938,Y,5B,7B,143632.554366263
10769,2192,Y,5B,7B,212254.857303543
7892,1336,Y,5B,7B,139363.974352177
11844,1969,Y,5B,7B,236067.993120715
11194,1718,Y,5B,7B,146074.218823211
9600,1128,Y,5B,7B,143068.10110461
12615,1400,Y,5B,7B,169263.768829404
10530,1958,Y,5B,7B,201953.136584138
4608,912,Y,5B,7B,114739.139582435
7150,864,Y,5B,7B,92614.9526992914
4280,2034,Y,5B,7B,205886.33070083
10500,1350,Y,5B,7B,164401.452717201
9017,1839,Y,5B,7B,171005.337505989
8414,1389,N,5B,7B,181691.074140885
15523,1077,Y,5B,7B,184327.009699143
11070,1308,Y,5B,7B,172775.006097771
10624,987,Y,5B,7B,123864.653301236
8712,1229,Y,5B,7B,152048.88166807
11409,1214,Y,5B,7B,162798.403397856
8795,1200,Y,5B,7B,89043.202009254
6000,2730,Y,5B,7B,212467.660935705
6629,1869,Y,5B,7B,192024.251383119
7060,1196,Y,5B,7B,163702.050642485
5350,1561,Y,5B,7B,122877.4657374
11249,1324,Y,5B,7B,155105.196926458
8765,1363,N,5B,7B,170661.570680739
9600,1253,Y,5B,7B,144100.324049284
6993,864,Y,5B,7B,126830.485020871
13478,1372,Y,5B,7B,205890.689060942
9236,2612,Y,5B,7B,211244.058222543
10395,1680,Y,5B,7B,137522.150938666
17920,1539,Y,5B,7B,177324.831411202
9550,1208,Y,5B,7B,170678.133176108
9000,2574,N,5B,7B,210616.437251053
8120,1342,Y,5B,7B,174738.112176898
6173,1134,Y,5B,7B,118790.608175975
6000,1302,Y,5B,7B,148943.386423533
10140,848,Y,5B,7B,190857.223303518
8405,2240,N,5B,7B,193695.349835178
19138,2448,Y,5B,7B,212028.325965832
7560,1904,N,5B,7B,221775.670850427
8640,1638,Y,5B,7B,188442.291288892
10652,1958,Y,5B,7B,221494.573702176
10011,1820,Y,5B,7B,216501.06399093
12886,987,Y,5B,7B,143329.991472639
11425,768,Y,5B,7B,133545.848211264
9187,720,Y,5B,7B,125295.534138291
11029,1742,Y,5B,7B,156498.824929706
6792,1959,N,5B,7B,168712.838275209
14803,1392,Y,5B,7B,163223.514797339
9158,1856,Y,5B,7B,140159.962987445
10655,1422,N,5B,7B,148944.955589672
10970,1509,Y,5B,7B,151100.944198772
8755,1647,Y,5B,7B,180220.167785683
11317,1200,Y,5B,7B,148259.273060903
9000,1392,Y,5B,7B,193609.573275118
8430,3194,Y,5B,7B,177978.975786934
17920,1694,Y,5B,7B,168939.188941841
7018,1382,Y,5B,7B,129579.532308207
2665,1304,Y,5B,7B,155450.791595905
16259,1092,Y,5B,7B,114909.252779078
5925,948,Y,5B,7B,116532.22533785
2500,1478,Y,5B,7B,154540.84216785
8480,1060,Y,5B,7B,147659.212985259
6762,1080,Y,5B,7B,112553.146529634
7000,1664,Y,5B,7B,155140.992336651
7018,1056,Y,5B,7B,85509.3611853993
11040,1548,Y,5B,7B,168238.898132074
11923,1797,Y,5B,7B,138267.299718768
3922,1953,Y,5B,7B,168638.190360145
10463,1212,Y,5B,7B,191626.025903448
17104,1113,Y,5B,7B,171927.961845414
9416,2034,Y,5B,7B,192763.526177287
10125,1664,Y,5B,7B,163930.573243512
8004,2291,Y,5B,7B,150711.350276909
13811,720,Y,5B,7B,132132.152430737
11717,1184,Y,5B,7B,183540.422123085
10769,1145,Y,5B,7B,136344.502308997
9750,1617,N,5B,7B,161238.848819116
3010,1362,Y,5B,7B,162212.497361064
13891,924,Y,5B,7B,150177.410906001
5684,1541,Y,5B,7B,188340.283197762
9765,2640,N,5B,7B,221446.703757832
10927,1960,Y,5B,7B,213165.807334707
10634,1456,Y,5B,7B,182663.444239593
8100,1479,Y,5B,7B,195530.722974258
9098,1788,Y,5B,7B,162807.702600998
9291,1164,Y,5B,7B,153232.45104443
2117,1165,Y,5B,7B,100452.530462437
9170,816,Y,5B,7B,158459.401567639
10000,1470,Y,5B,7B,163306.960767512
9600,1548,Y,5B,7B,183274.669249039
13284,1717,Y,5B,7B,178136.956113453
6120,1452,Y,5B,7B,180604.359400707
8633,864,N,5B,7B,128587.56933537
3604,2978,Y,5B,7B,204169.703055373
8738,789,Y,5B,7B,138329.708026488
10665,1470,Y,5B,7B,160848.658861116
34650,964,Y,5B,7B,200490.469448273
4928,1838,Y,5B,7B,156452.013227459
9000,1148,Y,5B,7B,199365.817849611
6853,1080,Y,5B,7B,199932.284167449
2117,923,Y,5B,7B,127907.391655707
11340,2403,Y,5B,7B,189323.630104766
5119,1316,Y,5B,7B,146938.11592123
10624,1505,Y,5B,7B,144940.677740938
8600,1352,Y,5B,7B,168621.242195042
17920,2046,Y,5B,7B,182349.007311633
11645,630,N,5B,7B,132559.747553883
11700,1850,Y,5B,7B,198166.20646551
7313,965,Y,5B,7B,108391.757311954
9375,1002,Y,5B,7B,163240.093728369
8462,848,Y,5B,7B,132162.163036193
16226,1198,Y,5B,7B,99700.4228878199
8450,1015,Y,5B,7B,153719.532747077
9550,1086,Y,5B,7B,177810.128927659
8816,816,Y,5B,7B,162973.99079405
1680,1155,N,5B,7B,143152.182886488
8402,1701,Y,5B,7B,154975.662402472
5232,1652,Y,5B,7B,165199.784367398
21780,1284,Y,5B,7B,135467.03784515
6173,1698,Y,5B,7B,209821.103703024
7472,1516,Y,5B,7B,198341.672833258
2448,2353,Y,5B,7B,170857.281260784
13072,2046,Y,5B,7B,259146.305763164
9375,1056,Y,5B,7B,172833.880755209
15431,1826,Y,5B,7B,220726.320345258
10437,1442,Y,5B,7B,163951.781012615
9022,1442,Y,5B,7B,120133.520758615
11645,1560,N,5B,7B,191449.327925126
14215,854,Y,5B,7B,94688.9549308601
16321,2082,Y,5B,7B,250174.891833625
12552,2256,Y,5B,7B,218971.739451635
8405,1852,Y,5B,7B,184746.278627822
6442,3493,Y,5B,7B,193887.834742868
11210,1656,Y,5B,7B,244169.084700261
3951,1369,Y,5B,7B,166001.555986808
8963,904,N,5B,7B,156641.580287252
10355,1555,Y,5B,7B,166410.500853846
10207,1496,Y,5B,7B,125193.098053017
7800,1125,Y,5B,7B,181353.390406748
9750,1440,Y,5B,7B,178620.694916924
9120,1040,Y,5B,7B,129588.763233219
8314,1713,Y,5B,7B,140420.387772922
5604,2034,Y,5B,7B,197149.299146014
12203,1550,Y,5B,7B,170049.128614468
3951,1663,Y,5B,7B,161086.641478615
8593,1922,Y,5B,7B,166149.758367944
2117,1920,Y,5B,7B,162042.620269305
7136,1919,Y,5B,7B,121250.126234067
7340,1481,Y,5B,7B,215634.228556637
3951,1324,Y,5B,7B,155370.199599932
7758,912,Y,5B,7B,173641.438495489
15426,1576,Y,5B,7B,225611.140935533
10440,2872,Y,5B,7B,234780.102635102
9000,1838,Y,5B,7B,169862.640615157
4043,2574,Y,5B,7B,270639.80152217
7000,1229,Y,5B,7B,158086.46337803
9416,2353,Y,5B,7B,258611.110211692
6155,1700,Y,5B,7B,192049.266638984
8846,1381,Y,5B,7B,168433.089941623
8741,1578,Y,5B,7B,157991.698825055
10125,1496,Y,5B,7B,123790.529524228
7500,1440,Y,5B,7B,141527.158765987
13005,2082,Y,5B,7B,225667.682733552
2522,1801,Y,5B,7B,128946.882539625
10300,1683,Y,5B,7B,159521.051207867
12354,1717,Y,5B,7B,178507.42775527
9600,2515,N,5B,7B,201615.225803867
8064,1440,Y,5B,7B,179277.013914543
6563,1040,Y,5B,7B,149565.361610285
7861,1192,Y,5B,7B,147021.516361286
5000,1396,Y,5B,7B,181923.626464175
7758,1680,Y,5B,7B,185144.205611284
10007,1248,Y,5B,7B,160409.376646043
11248,958,Y,5B,7B,189989.763599424
7207,1919,Y,5B,7B,157114.347360808
11988,1336,Y,5B,7B,150125.3417237
6240,1181,N,5B,7B,143333.722677786
3922,1224,Y,5B,7B,148138.530663462
4500,1617,N,5B,7B,146446.165206971
5310,1266,Y,5B,7B,142032.692199935
3922,869,Y,5B,7B,88249.7176253518
8767,912,Y,5B,7B,180037.911196254
18386,1744,Y,5B,7B,187944.856261724
14442,1481,Y,5B,7B,124867.363780576
8546,1464,Y,5B,7B,169417.647977115
7851,1776,Y,5B,7B,189844.266028708
8487,1682,Y,5B,7B,168857.282111607
12735,1039,Y,5B,7B,167305.950553012
9430,1425,Y,5B,7B,170964.687031848
8400,1820,Y,5B,7B,207861.204699639
8755,1309,Y,5B,7B,137248.971946655
13811,1852,N,5B,7B,230268.395955937
